name,category,source,monomer_unit,bond_type,molecular_weight_kda,solubility,biological_function,carbohydrate_class,subtype,example,monomer_backbone,degree_of_polymerization,reducing_end,branching_degree,crystallinity_percent,water_content_percent,viscosity_mPas,ph_stability_min,ph_stability_max,thermal_stability_celsius,bioactivity,ic50_ug_ml,minimum_inhibitory_concentration_ug_ml,in_vitro_tested,in_vivo_tested,mechanism,source_organism,food_application,food_function,food_sector,e_number,usage_concentration_percent,regulatory_status,medical_application,medical_field,delivery_system,biocompatibility,biodegradability,toxicity_category,clinical_stage,primary_monomer,secondary_monomer,glycosidic_linkage,molecular_formula_repeat,degree_of_acetylation,degree_of_sulfation,carbon_content_percent,hydrogen_content_percent,oxygen_content_percent,scientific_name,common_name,plant_part,yield_percent,extraction_method,geographic_origin,id,pdb_like_id,helix_type,repeat_unit_length_angstrom,chain_conformation,glycosidic_angle_phi,glycosidic_angle_psi,branch_points_per_100_residues,drug_class,administration_route,half_life_hours,bioavailability_percent,plasma_protein_binding_percent,volume_of_distribution_L_kg,clearance_ml_min_kg,ld50_mg_kg,adverse_effects
Laminarin,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Antitumor,Orthopedics,Film,Good,Non-degradable,Non-toxic,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Xanthan Gum,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Drug suspension aid,Orthopedics,Hydrogel,Moderate,Fully,Low toxicity,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Gellan Gum,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Controlled release,Diabetology,Injectable,Moderate,Partially,Low toxicity,Approved,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Hyaluronic Acid,Bioactive,Animals/Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Dermal filler,Drug delivery,Injectable,Excellent,Non-degradable,Moderate toxicity,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Locust Bean Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Cholesterol reduction,Drug delivery,Film,Good,Non-degradable,Non-toxic,Approved,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Guar Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Laxative,Wound care,Film,Good,Fully,Moderate toxicity,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Pectin,Structural,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Wound healing gel,Ophthalmology,Microencapsulation,Excellent,Fully,Non-toxic,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Laminarin,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Antitumor,Cardiology,Injectable,Excellent,Partially,Low toxicity,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Curdlan,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Immune stimulant,Oncology,Injectable,Moderate,Fully,Moderate toxicity,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Alginate,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Drug encapsulation,Oncology,Film,Moderate,Fully,Low toxicity,Approved,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Glycogen,Storage,Animals,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Hypoglycemia treatment,Orthopedics,Tablet matrix,Moderate,Non-degradable,Moderate toxicity,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Cellulose,Structural,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Wound dressing,Immunology,Tablet matrix,Moderate,Fully,Non-toxic,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Gellan Gum,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Controlled release,Wound care,Injectable,Moderate,Fully,Non-toxic,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Hyaluronic Acid,Bioactive,Animals/Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Dermal filler,Oncology,Tablet matrix,Good,Non-degradable,Low toxicity,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Gellan Gum,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Controlled release,Ophthalmology,Injectable,Excellent,Fully,Moderate toxicity,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Cellulose,Structural,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Wound dressing,Ophthalmology,Hydrogel,Excellent,Non-degradable,Moderate toxicity,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Pullulan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Drug carrier,Cardiology,Tablet matrix,Excellent,Partially,Moderate toxicity,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Xanthan Gum,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Drug suspension aid,Immunology,Nanoparticle,Good,Fully,Low toxicity,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Chitin,Structural,Fungi/Exoskeletons,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Wound healing scaffolds,Diabetology,Tablet matrix,Excellent,Non-degradable,Low toxicity,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Curdlan,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Immune stimulant,Oncology,Tablet matrix,Good,Fully,Moderate toxicity,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Konjac Glucomannan,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Obesity/Diabetes aid,Ophthalmology,Tablet matrix,Moderate,Non-degradable,Low toxicity,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Inulin,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Prebiotic therapy,Tissue engineering,Tablet matrix,Good,Partially,Moderate toxicity,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Pectin,Structural,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Wound healing gel,Diabetology,Film,Moderate,Partially,Moderate toxicity,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Inulin,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Prebiotic therapy,Diabetology,Hydrogel,Good,Partially,Moderate toxicity,Approved,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Locust Bean Gum,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Cholesterol reduction,Orthopedics,Injectable,Good,Fully,Non-toxic,Phase III,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Starch,Storage,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Drug delivery,Drug delivery,Tablet matrix,Good,Partially,Non-toxic,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Glycogen,Storage,Animals,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Hypoglycemia treatment,Tissue engineering,Injectable,Good,Fully,Low toxicity,Phase II,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Fucoidan,Algal,Brown Algae,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Anticoagulant/Antitumor,Diabetology,Hydrogel,Excellent,Fully,Non-toxic,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Dextran,Bacterial,Bacteria,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Plasma volume expander,Diabetology,Microencapsulation,Good,Non-degradable,Low toxicity,Preclinical,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Scleroglucan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Immunostimulant,Orthopedics,Tablet matrix,Excellent,Non-degradable,Moderate toxicity,Phase I,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Pectin,Structural,Plants,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Wound healing gel,Wound care,Hydrogel,Good,Fully,Non-toxic,Approved,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Scleroglucan,Fungal,Fungi,Unknown,Unknown,316.76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Immunostimulant,Wound care,Microencapsulation,Moderate,Partially,Moderate toxicity,Approved,Unknown,Unknown,Unknown,Unknown,46.45,1.4849999999999999,42.3,7.0,50.4,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Levan,Bacterial,Unknown,Unknown,"Beta-2,6",1883.74,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fructose,Unknown,Mixed,C6H9O7Na,22.9,0.79,49.0,8.3,48.7,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Gellan Gum,Bacterial,Unknown,Unknown,Mixed,971.22,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Glucose,Rhamnose,"1,4",C6H9O7Na,45.0,1.28,40.9,6.7,52.6,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
Levan,Bacterial,Unknown,Unknown,"Beta-2,6",2130.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9192.0,Unknown,14.05,50.45,43.8,26396.65,4.0,9.0,175.64999999999998,Unknown,259.87,518.36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.508,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fructose,Unknown,"1,4",C6H11O6,97.5,2.3,35.3,7.8,47.1,Unknown,Unknown,Unknown,13.905000000000001,Unknown,Unknown,Unknown,Unknown,Unknown,9.115,Unknown,-1.065,-1.7650000000000001,12.55,Unknown,Unknown,32.150000000000006,54.25,56.2,2.5149999999999997,9.33,4747.5,Unknown
